,logic_number,logic_name
1365,logic01366,sma_slope_40-2_rsi_2_macdhist_20-10
1366,logic01367,bb_40_dev_1
1367,logic01368,bb_40_dev1_rsi2
1368,logic01369,bb_40_dev_2
1369,logic01370,bb_40_dev2_rsi2
1370,logic01371,bb_40_dev_3
1371,logic01372,bb_40_dev3_rsi2
1372,logic01373,sma_slope_40-3
1373,logic01374,MACD_30-10
1374,logic01375,sma_slope_40-3_macdhist_30-10
1375,logic01376,RSI_40
1376,logic01377,sma_slope_40-3_RSI_80
1377,logic01378,sma_slope_40-3_rsi_80_macdhist_30-10
1378,logic01379,bb_40_dev_1
1379,logic01380,bb_40_dev1_rsi80
1380,logic01381,bb_40_dev_2
1381,logic01382,bb_40_dev2_rsi80
1382,logic01383,bb_40_dev_3
1383,logic01384,bb_40_dev3_rsi80
1384,logic01385,RSI_40
1385,logic01386,sma_slope_40-3_RSI_40
1386,logic01387,sma_slope_40-3_rsi_40_macdhist_30-10
1387,logic01388,bb_40_dev_1
1388,logic01389,bb_40_dev1_rsi40
1389,logic01390,bb_40_dev_2
1390,logic01391,bb_40_dev2_rsi40
1391,logic01392,bb_40_dev_3
1392,logic01393,bb_40_dev3_rsi40
1393,logic01394,RSI_40
1394,logic01395,sma_slope_40-3_RSI_20
1395,logic01396,sma_slope_40-3_rsi_20_macdhist_30-10
1396,logic01397,bb_40_dev_1
1397,logic01398,bb_40_dev1_rsi20
1398,logic01399,bb_40_dev_2
1399,logic01400,bb_40_dev2_rsi20
1400,logic01401,bb_40_dev_3
1401,logic01402,bb_40_dev3_rsi20
1402,logic01403,RSI_40
1403,logic01404,sma_slope_40-3_RSI_10
1404,logic01405,sma_slope_40-3_rsi_10_macdhist_30-10
1405,logic01406,bb_40_dev_1
1406,logic01407,bb_40_dev1_rsi10
1407,logic01408,bb_40_dev_2
1408,logic01409,bb_40_dev2_rsi10
1409,logic01410,bb_40_dev_3
1410,logic01411,bb_40_dev3_rsi10
1411,logic01412,RSI_40
1412,logic01413,sma_slope_40-3_RSI_5
1413,logic01414,sma_slope_40-3_rsi_5_macdhist_30-10
1414,logic01415,bb_40_dev_1
1415,logic01416,bb_40_dev1_rsi5
1416,logic01417,bb_40_dev_2
1417,logic01418,bb_40_dev2_rsi5
1418,logic01419,bb_40_dev_3
1419,logic01420,bb_40_dev3_rsi5
1420,logic01421,RSI_40
1421,logic01422,sma_slope_40-3_RSI_3
1422,logic01423,sma_slope_40-3_rsi_3_macdhist_30-10
1423,logic01424,bb_40_dev_1
1424,logic01425,bb_40_dev1_rsi3
1425,logic01426,bb_40_dev_2
1426,logic01427,bb_40_dev2_rsi3
1427,logic01428,bb_40_dev_3
1428,logic01429,bb_40_dev3_rsi3
1429,logic01430,RSI_40
1430,logic01431,sma_slope_40-3_RSI_2
1431,logic01432,sma_slope_40-3_rsi_2_macdhist_30-10
1432,logic01433,bb_40_dev_1
1433,logic01434,bb_40_dev1_rsi2
1434,logic01435,bb_40_dev_2
1435,logic01436,bb_40_dev2_rsi2
1436,logic01437,bb_40_dev_3
1437,logic01438,bb_40_dev3_rsi2
1438,logic01439,MACD_30-20
1439,logic01440,sma_slope_40-3_macdhist_30-20
1440,logic01441,RSI_40
1441,logic01442,sma_slope_40-3_RSI_80
1442,logic01443,sma_slope_40-3_rsi_80_macdhist_30-20
1443,logic01444,bb_40_dev_1
1444,logic01445,bb_40_dev1_rsi80
1445,logic01446,bb_40_dev_2
1446,logic01447,bb_40_dev2_rsi80
1447,logic01448,bb_40_dev_3
1448,logic01449,bb_40_dev3_rsi80
1449,logic01450,RSI_40
1450,logic01451,sma_slope_40-3_RSI_40
1451,logic01452,sma_slope_40-3_rsi_40_macdhist_30-20
1452,logic01453,bb_40_dev_1
1453,logic01454,bb_40_dev1_rsi40
1454,logic01455,bb_40_dev_2
1455,logic01456,bb_40_dev2_rsi40
1456,logic01457,bb_40_dev_3
1457,logic01458,bb_40_dev3_rsi40
1458,logic01459,RSI_40
1459,logic01460,sma_slope_40-3_RSI_20
1460,logic01461,sma_slope_40-3_rsi_20_macdhist_30-20
1461,logic01462,bb_40_dev_1
1462,logic01463,bb_40_dev1_rsi20
1463,logic01464,bb_40_dev_2
1464,logic01465,bb_40_dev2_rsi20
1465,logic01466,bb_40_dev_3
1466,logic01467,bb_40_dev3_rsi20
1467,logic01468,RSI_40
1468,logic01469,sma_slope_40-3_RSI_10
1469,logic01470,sma_slope_40-3_rsi_10_macdhist_30-20
1470,logic01471,bb_40_dev_1
1471,logic01472,bb_40_dev1_rsi10
1472,logic01473,bb_40_dev_2
1473,logic01474,bb_40_dev2_rsi10
1474,logic01475,bb_40_dev_3
1475,logic01476,bb_40_dev3_rsi10
1476,logic01477,RSI_40
1477,logic01478,sma_slope_40-3_RSI_5
1478,logic01479,sma_slope_40-3_rsi_5_macdhist_30-20
1479,logic01480,bb_40_dev_1
1480,logic01481,bb_40_dev1_rsi5
1481,logic01482,bb_40_dev_2
1482,logic01483,bb_40_dev2_rsi5
1483,logic01484,bb_40_dev_3
1484,logic01485,bb_40_dev3_rsi5
1485,logic01486,RSI_40
1486,logic01487,sma_slope_40-3_RSI_3
1487,logic01488,sma_slope_40-3_rsi_3_macdhist_30-20
1488,logic01489,bb_40_dev_1
1489,logic01490,bb_40_dev1_rsi3
1490,logic01491,bb_40_dev_2
1491,logic01492,bb_40_dev2_rsi3
1492,logic01493,bb_40_dev_3
1493,logic01494,bb_40_dev3_rsi3
1494,logic01495,RSI_40
1495,logic01496,sma_slope_40-3_RSI_2
1496,logic01497,sma_slope_40-3_rsi_2_macdhist_30-20
1497,logic01498,bb_40_dev_1
1498,logic01499,bb_40_dev1_rsi2
1499,logic01500,bb_40_dev_2
1500,logic01501,bb_40_dev2_rsi2
1501,logic01502,bb_40_dev_3
1502,logic01503,bb_40_dev3_rsi2
1503,logic01504,MACD_20-10
1504,logic01505,sma_slope_40-3_macdhist_20-10
1505,logic01506,RSI_40
1506,logic01507,sma_slope_40-3_RSI_80
1507,logic01508,sma_slope_40-3_rsi_80_macdhist_20-10
1508,logic01509,bb_40_dev_1
1509,logic01510,bb_40_dev1_rsi80
1510,logic01511,bb_40_dev_2
1511,logic01512,bb_40_dev2_rsi80
1512,logic01513,bb_40_dev_3
1513,logic01514,bb_40_dev3_rsi80
1514,logic01515,RSI_40
1515,logic01516,sma_slope_40-3_RSI_40
1516,logic01517,sma_slope_40-3_rsi_40_macdhist_20-10
1517,logic01518,bb_40_dev_1
1518,logic01519,bb_40_dev1_rsi40
1519,logic01520,bb_40_dev_2
1520,logic01521,bb_40_dev2_rsi40
1521,logic01522,bb_40_dev_3
1522,logic01523,bb_40_dev3_rsi40
1523,logic01524,RSI_40
1524,logic01525,sma_slope_40-3_RSI_20
1525,logic01526,sma_slope_40-3_rsi_20_macdhist_20-10
1526,logic01527,bb_40_dev_1
1527,logic01528,bb_40_dev1_rsi20
1528,logic01529,bb_40_dev_2
1529,logic01530,bb_40_dev2_rsi20
1530,logic01531,bb_40_dev_3
1531,logic01532,bb_40_dev3_rsi20
1532,logic01533,RSI_40
1533,logic01534,sma_slope_40-3_RSI_10
1534,logic01535,sma_slope_40-3_rsi_10_macdhist_20-10
1535,logic01536,bb_40_dev_1
1536,logic01537,bb_40_dev1_rsi10
1537,logic01538,bb_40_dev_2
1538,logic01539,bb_40_dev2_rsi10
1539,logic01540,bb_40_dev_3
1540,logic01541,bb_40_dev3_rsi10
1541,logic01542,RSI_40
1542,logic01543,sma_slope_40-3_RSI_5
1543,logic01544,sma_slope_40-3_rsi_5_macdhist_20-10
1544,logic01545,bb_40_dev_1
1545,logic01546,bb_40_dev1_rsi5
1546,logic01547,bb_40_dev_2
1547,logic01548,bb_40_dev2_rsi5
1548,logic01549,bb_40_dev_3
1549,logic01550,bb_40_dev3_rsi5
1550,logic01551,RSI_40
1551,logic01552,sma_slope_40-3_RSI_3
1552,logic01553,sma_slope_40-3_rsi_3_macdhist_20-10
1553,logic01554,bb_40_dev_1
1554,logic01555,bb_40_dev1_rsi3
1555,logic01556,bb_40_dev_2
1556,logic01557,bb_40_dev2_rsi3
1557,logic01558,bb_40_dev_3
1558,logic01559,bb_40_dev3_rsi3
1559,logic01560,RSI_40
1560,logic01561,sma_slope_40-3_RSI_2
1561,logic01562,sma_slope_40-3_rsi_2_macdhist_20-10
1562,logic01563,bb_40_dev_1
1563,logic01564,bb_40_dev1_rsi2
1564,logic01565,bb_40_dev_2
1565,logic01566,bb_40_dev2_rsi2
1566,logic01567,bb_40_dev_3
1567,logic01568,bb_40_dev3_rsi2
1568,logic01569,sma_slope_40-5
1569,logic01570,MACD_30-10
1570,logic01571,sma_slope_40-5_macdhist_30-10
1571,logic01572,RSI_40
1572,logic01573,sma_slope_40-5_RSI_80
1573,logic01574,sma_slope_40-5_rsi_80_macdhist_30-10
1574,logic01575,bb_40_dev_1
1575,logic01576,bb_40_dev1_rsi80
1576,logic01577,bb_40_dev_2
1577,logic01578,bb_40_dev2_rsi80
1578,logic01579,bb_40_dev_3
1579,logic01580,bb_40_dev3_rsi80
1580,logic01581,RSI_40
1581,logic01582,sma_slope_40-5_RSI_40
1582,logic01583,sma_slope_40-5_rsi_40_macdhist_30-10
1583,logic01584,bb_40_dev_1
1584,logic01585,bb_40_dev1_rsi40
1585,logic01586,bb_40_dev_2
1586,logic01587,bb_40_dev2_rsi40
1587,logic01588,bb_40_dev_3
1588,logic01589,bb_40_dev3_rsi40
1589,logic01590,RSI_40
1590,logic01591,sma_slope_40-5_RSI_20
1591,logic01592,sma_slope_40-5_rsi_20_macdhist_30-10
1592,logic01593,bb_40_dev_1
1593,logic01594,bb_40_dev1_rsi20
1594,logic01595,bb_40_dev_2
1595,logic01596,bb_40_dev2_rsi20
1596,logic01597,bb_40_dev_3
1597,logic01598,bb_40_dev3_rsi20
1598,logic01599,RSI_40
1599,logic01600,sma_slope_40-5_RSI_10
1600,logic01601,sma_slope_40-5_rsi_10_macdhist_30-10
1601,logic01602,bb_40_dev_1
1602,logic01603,bb_40_dev1_rsi10
1603,logic01604,bb_40_dev_2
1604,logic01605,bb_40_dev2_rsi10
1605,logic01606,bb_40_dev_3
1606,logic01607,bb_40_dev3_rsi10
1607,logic01608,RSI_40
1608,logic01609,sma_slope_40-5_RSI_5
1609,logic01610,sma_slope_40-5_rsi_5_macdhist_30-10
1610,logic01611,bb_40_dev_1
1611,logic01612,bb_40_dev1_rsi5
1612,logic01613,bb_40_dev_2
1613,logic01614,bb_40_dev2_rsi5
1614,logic01615,bb_40_dev_3
1615,logic01616,bb_40_dev3_rsi5
1616,logic01617,RSI_40
1617,logic01618,sma_slope_40-5_RSI_3
1618,logic01619,sma_slope_40-5_rsi_3_macdhist_30-10
1619,logic01620,bb_40_dev_1
1620,logic01621,bb_40_dev1_rsi3
1621,logic01622,bb_40_dev_2
1622,logic01623,bb_40_dev2_rsi3
1623,logic01624,bb_40_dev_3
1624,logic01625,bb_40_dev3_rsi3
1625,logic01626,RSI_40
1626,logic01627,sma_slope_40-5_RSI_2
1627,logic01628,sma_slope_40-5_rsi_2_macdhist_30-10
1628,logic01629,bb_40_dev_1
1629,logic01630,bb_40_dev1_rsi2
1630,logic01631,bb_40_dev_2
1631,logic01632,bb_40_dev2_rsi2
1632,logic01633,bb_40_dev_3
1633,logic01634,bb_40_dev3_rsi2
1634,logic01635,MACD_30-20
1635,logic01636,sma_slope_40-5_macdhist_30-20
1636,logic01637,RSI_40
1637,logic01638,sma_slope_40-5_RSI_80
1638,logic01639,sma_slope_40-5_rsi_80_macdhist_30-20
1639,logic01640,bb_40_dev_1
1640,logic01641,bb_40_dev1_rsi80
1641,logic01642,bb_40_dev_2
1642,logic01643,bb_40_dev2_rsi80
1643,logic01644,bb_40_dev_3
1644,logic01645,bb_40_dev3_rsi80
1645,logic01646,RSI_40
1646,logic01647,sma_slope_40-5_RSI_40
1647,logic01648,sma_slope_40-5_rsi_40_macdhist_30-20
1648,logic01649,bb_40_dev_1
1649,logic01650,bb_40_dev1_rsi40
1650,logic01651,bb_40_dev_2
1651,logic01652,bb_40_dev2_rsi40
1652,logic01653,bb_40_dev_3
1653,logic01654,bb_40_dev3_rsi40
1654,logic01655,RSI_40
1655,logic01656,sma_slope_40-5_RSI_20
1656,logic01657,sma_slope_40-5_rsi_20_macdhist_30-20
1657,logic01658,bb_40_dev_1
1658,logic01659,bb_40_dev1_rsi20
1659,logic01660,bb_40_dev_2
1660,logic01661,bb_40_dev2_rsi20
1661,logic01662,bb_40_dev_3
1662,logic01663,bb_40_dev3_rsi20
1663,logic01664,RSI_40
1664,logic01665,sma_slope_40-5_RSI_10
1665,logic01666,sma_slope_40-5_rsi_10_macdhist_30-20
1666,logic01667,bb_40_dev_1
1667,logic01668,bb_40_dev1_rsi10
1668,logic01669,bb_40_dev_2
1669,logic01670,bb_40_dev2_rsi10
1670,logic01671,bb_40_dev_3
1671,logic01672,bb_40_dev3_rsi10
1672,logic01673,RSI_40
1673,logic01674,sma_slope_40-5_RSI_5
1674,logic01675,sma_slope_40-5_rsi_5_macdhist_30-20
1675,logic01676,bb_40_dev_1
1676,logic01677,bb_40_dev1_rsi5
1677,logic01678,bb_40_dev_2
1678,logic01679,bb_40_dev2_rsi5
1679,logic01680,bb_40_dev_3
1680,logic01681,bb_40_dev3_rsi5
1681,logic01682,RSI_40
1682,logic01683,sma_slope_40-5_RSI_3
1683,logic01684,sma_slope_40-5_rsi_3_macdhist_30-20
1684,logic01685,bb_40_dev_1
1685,logic01686,bb_40_dev1_rsi3
1686,logic01687,bb_40_dev_2
1687,logic01688,bb_40_dev2_rsi3
1688,logic01689,bb_40_dev_3
1689,logic01690,bb_40_dev3_rsi3
1690,logic01691,RSI_40
1691,logic01692,sma_slope_40-5_RSI_2
1692,logic01693,sma_slope_40-5_rsi_2_macdhist_30-20
1693,logic01694,bb_40_dev_1
1694,logic01695,bb_40_dev1_rsi2
1695,logic01696,bb_40_dev_2
1696,logic01697,bb_40_dev2_rsi2
1697,logic01698,bb_40_dev_3
1698,logic01699,bb_40_dev3_rsi2
1699,logic01700,MACD_20-10
1700,logic01701,sma_slope_40-5_macdhist_20-10
1701,logic01702,RSI_40
1702,logic01703,sma_slope_40-5_RSI_80
1703,logic01704,sma_slope_40-5_rsi_80_macdhist_20-10
1704,logic01705,bb_40_dev_1
1705,logic01706,bb_40_dev1_rsi80
1706,logic01707,bb_40_dev_2
1707,logic01708,bb_40_dev2_rsi80
1708,logic01709,bb_40_dev_3
1709,logic01710,bb_40_dev3_rsi80
1710,logic01711,RSI_40
1711,logic01712,sma_slope_40-5_RSI_40
1712,logic01713,sma_slope_40-5_rsi_40_macdhist_20-10
1713,logic01714,bb_40_dev_1
1714,logic01715,bb_40_dev1_rsi40
1715,logic01716,bb_40_dev_2
1716,logic01717,bb_40_dev2_rsi40
1717,logic01718,bb_40_dev_3
1718,logic01719,bb_40_dev3_rsi40
1719,logic01720,RSI_40
1720,logic01721,sma_slope_40-5_RSI_20
1721,logic01722,sma_slope_40-5_rsi_20_macdhist_20-10
1722,logic01723,bb_40_dev_1
1723,logic01724,bb_40_dev1_rsi20
1724,logic01725,bb_40_dev_2
1725,logic01726,bb_40_dev2_rsi20
1726,logic01727,bb_40_dev_3
1727,logic01728,bb_40_dev3_rsi20
1728,logic01729,RSI_40
1729,logic01730,sma_slope_40-5_RSI_10
1730,logic01731,sma_slope_40-5_rsi_10_macdhist_20-10
1731,logic01732,bb_40_dev_1
1732,logic01733,bb_40_dev1_rsi10
1733,logic01734,bb_40_dev_2
1734,logic01735,bb_40_dev2_rsi10
1735,logic01736,bb_40_dev_3
1736,logic01737,bb_40_dev3_rsi10
1737,logic01738,RSI_40
1738,logic01739,sma_slope_40-5_RSI_5
1739,logic01740,sma_slope_40-5_rsi_5_macdhist_20-10
1740,logic01741,bb_40_dev_1
1741,logic01742,bb_40_dev1_rsi5
1742,logic01743,bb_40_dev_2
1743,logic01744,bb_40_dev2_rsi5
1744,logic01745,bb_40_dev_3
1745,logic01746,bb_40_dev3_rsi5
1746,logic01747,RSI_40
1747,logic01748,sma_slope_40-5_RSI_3
1748,logic01749,sma_slope_40-5_rsi_3_macdhist_20-10
1749,logic01750,bb_40_dev_1
1750,logic01751,bb_40_dev1_rsi3
1751,logic01752,bb_40_dev_2
1752,logic01753,bb_40_dev2_rsi3
1753,logic01754,bb_40_dev_3
1754,logic01755,bb_40_dev3_rsi3
1755,logic01756,RSI_40
1756,logic01757,sma_slope_40-5_RSI_2
1757,logic01758,sma_slope_40-5_rsi_2_macdhist_20-10
1758,logic01759,bb_40_dev_1
1759,logic01760,bb_40_dev1_rsi2
1760,logic01761,bb_40_dev_2
1761,logic01762,bb_40_dev2_rsi2
1762,logic01763,bb_40_dev_3
1763,logic01764,bb_40_dev3_rsi2
1764,logic01765,sma_slope_40-10
1765,logic01766,MACD_30-10
1766,logic01767,sma_slope_40-10_macdhist_30-10
1767,logic01768,RSI_40
1768,logic01769,sma_slope_40-10_RSI_80
1769,logic01770,sma_slope_40-10_rsi_80_macdhist_30-10
1770,logic01771,bb_40_dev_1
1771,logic01772,bb_40_dev1_rsi80
1772,logic01773,bb_40_dev_2
1773,logic01774,bb_40_dev2_rsi80
1774,logic01775,bb_40_dev_3
1775,logic01776,bb_40_dev3_rsi80
1776,logic01777,RSI_40
1777,logic01778,sma_slope_40-10_RSI_40
1778,logic01779,sma_slope_40-10_rsi_40_macdhist_30-10
1779,logic01780,bb_40_dev_1
1780,logic01781,bb_40_dev1_rsi40
1781,logic01782,bb_40_dev_2
1782,logic01783,bb_40_dev2_rsi40
1783,logic01784,bb_40_dev_3
1784,logic01785,bb_40_dev3_rsi40
1785,logic01786,RSI_40
1786,logic01787,sma_slope_40-10_RSI_20
1787,logic01788,sma_slope_40-10_rsi_20_macdhist_30-10
1788,logic01789,bb_40_dev_1
1789,logic01790,bb_40_dev1_rsi20
1790,logic01791,bb_40_dev_2
1791,logic01792,bb_40_dev2_rsi20
1792,logic01793,bb_40_dev_3
1793,logic01794,bb_40_dev3_rsi20
1794,logic01795,RSI_40
1795,logic01796,sma_slope_40-10_RSI_10
1796,logic01797,sma_slope_40-10_rsi_10_macdhist_30-10
1797,logic01798,bb_40_dev_1
1798,logic01799,bb_40_dev1_rsi10
1799,logic01800,bb_40_dev_2
1800,logic01801,bb_40_dev2_rsi10
1801,logic01802,bb_40_dev_3
1802,logic01803,bb_40_dev3_rsi10
1803,logic01804,RSI_40
1804,logic01805,sma_slope_40-10_RSI_5
1805,logic01806,sma_slope_40-10_rsi_5_macdhist_30-10
1806,logic01807,bb_40_dev_1
1807,logic01808,bb_40_dev1_rsi5
1808,logic01809,bb_40_dev_2
1809,logic01810,bb_40_dev2_rsi5
1810,logic01811,bb_40_dev_3
1811,logic01812,bb_40_dev3_rsi5
1812,logic01813,RSI_40
1813,logic01814,sma_slope_40-10_RSI_3
1814,logic01815,sma_slope_40-10_rsi_3_macdhist_30-10
1815,logic01816,bb_40_dev_1
1816,logic01817,bb_40_dev1_rsi3
1817,logic01818,bb_40_dev_2
1818,logic01819,bb_40_dev2_rsi3
1819,logic01820,bb_40_dev_3
1820,logic01821,bb_40_dev3_rsi3
1821,logic01822,RSI_40
1822,logic01823,sma_slope_40-10_RSI_2
1823,logic01824,sma_slope_40-10_rsi_2_macdhist_30-10
1824,logic01825,bb_40_dev_1
1825,logic01826,bb_40_dev1_rsi2
1826,logic01827,bb_40_dev_2
1827,logic01828,bb_40_dev2_rsi2
1828,logic01829,bb_40_dev_3
1829,logic01830,bb_40_dev3_rsi2
1830,logic01831,MACD_30-20
1831,logic01832,sma_slope_40-10_macdhist_30-20
1832,logic01833,RSI_40
1833,logic01834,sma_slope_40-10_RSI_80
1834,logic01835,sma_slope_40-10_rsi_80_macdhist_30-20
1835,logic01836,bb_40_dev_1
1836,logic01837,bb_40_dev1_rsi80
1837,logic01838,bb_40_dev_2
1838,logic01839,bb_40_dev2_rsi80
1839,logic01840,bb_40_dev_3
1840,logic01841,bb_40_dev3_rsi80
1841,logic01842,RSI_40
1842,logic01843,sma_slope_40-10_RSI_40
1843,logic01844,sma_slope_40-10_rsi_40_macdhist_30-20
1844,logic01845,bb_40_dev_1
1845,logic01846,bb_40_dev1_rsi40
1846,logic01847,bb_40_dev_2
1847,logic01848,bb_40_dev2_rsi40
1848,logic01849,bb_40_dev_3
1849,logic01850,bb_40_dev3_rsi40
1850,logic01851,RSI_40
1851,logic01852,sma_slope_40-10_RSI_20
1852,logic01853,sma_slope_40-10_rsi_20_macdhist_30-20
1853,logic01854,bb_40_dev_1
1854,logic01855,bb_40_dev1_rsi20
1855,logic01856,bb_40_dev_2
1856,logic01857,bb_40_dev2_rsi20
1857,logic01858,bb_40_dev_3
1858,logic01859,bb_40_dev3_rsi20
1859,logic01860,RSI_40
1860,logic01861,sma_slope_40-10_RSI_10
1861,logic01862,sma_slope_40-10_rsi_10_macdhist_30-20
1862,logic01863,bb_40_dev_1
1863,logic01864,bb_40_dev1_rsi10
1864,logic01865,bb_40_dev_2
1865,logic01866,bb_40_dev2_rsi10
1866,logic01867,bb_40_dev_3
1867,logic01868,bb_40_dev3_rsi10
1868,logic01869,RSI_40
1869,logic01870,sma_slope_40-10_RSI_5
1870,logic01871,sma_slope_40-10_rsi_5_macdhist_30-20
1871,logic01872,bb_40_dev_1
1872,logic01873,bb_40_dev1_rsi5
1873,logic01874,bb_40_dev_2
1874,logic01875,bb_40_dev2_rsi5
1875,logic01876,bb_40_dev_3
1876,logic01877,bb_40_dev3_rsi5
1877,logic01878,RSI_40
1878,logic01879,sma_slope_40-10_RSI_3
1879,logic01880,sma_slope_40-10_rsi_3_macdhist_30-20
1880,logic01881,bb_40_dev_1
1881,logic01882,bb_40_dev1_rsi3
1882,logic01883,bb_40_dev_2
1883,logic01884,bb_40_dev2_rsi3
1884,logic01885,bb_40_dev_3
1885,logic01886,bb_40_dev3_rsi3
1886,logic01887,RSI_40
1887,logic01888,sma_slope_40-10_RSI_2
1888,logic01889,sma_slope_40-10_rsi_2_macdhist_30-20
1889,logic01890,bb_40_dev_1
1890,logic01891,bb_40_dev1_rsi2
1891,logic01892,bb_40_dev_2
1892,logic01893,bb_40_dev2_rsi2
1893,logic01894,bb_40_dev_3
1894,logic01895,bb_40_dev3_rsi2
1895,logic01896,MACD_20-10
1896,logic01897,sma_slope_40-10_macdhist_20-10
1897,logic01898,RSI_40
1898,logic01899,sma_slope_40-10_RSI_80
1899,logic01900,sma_slope_40-10_rsi_80_macdhist_20-10
1900,logic01901,bb_40_dev_1
1901,logic01902,bb_40_dev1_rsi80
1902,logic01903,bb_40_dev_2
1903,logic01904,bb_40_dev2_rsi80
1904,logic01905,bb_40_dev_3
1905,logic01906,bb_40_dev3_rsi80
1906,logic01907,RSI_40
1907,logic01908,sma_slope_40-10_RSI_40
1908,logic01909,sma_slope_40-10_rsi_40_macdhist_20-10
1909,logic01910,bb_40_dev_1
1910,logic01911,bb_40_dev1_rsi40
1911,logic01912,bb_40_dev_2
1912,logic01913,bb_40_dev2_rsi40
1913,logic01914,bb_40_dev_3
1914,logic01915,bb_40_dev3_rsi40
1915,logic01916,RSI_40
1916,logic01917,sma_slope_40-10_RSI_20
1917,logic01918,sma_slope_40-10_rsi_20_macdhist_20-10
1918,logic01919,bb_40_dev_1
1919,logic01920,bb_40_dev1_rsi20
1920,logic01921,bb_40_dev_2
1921,logic01922,bb_40_dev2_rsi20
1922,logic01923,bb_40_dev_3
1923,logic01924,bb_40_dev3_rsi20
1924,logic01925,RSI_40
1925,logic01926,sma_slope_40-10_RSI_10
1926,logic01927,sma_slope_40-10_rsi_10_macdhist_20-10
1927,logic01928,bb_40_dev_1
1928,logic01929,bb_40_dev1_rsi10
1929,logic01930,bb_40_dev_2
1930,logic01931,bb_40_dev2_rsi10
1931,logic01932,bb_40_dev_3
1932,logic01933,bb_40_dev3_rsi10
1933,logic01934,RSI_40
1934,logic01935,sma_slope_40-10_RSI_5
1935,logic01936,sma_slope_40-10_rsi_5_macdhist_20-10
1936,logic01937,bb_40_dev_1
1937,logic01938,bb_40_dev1_rsi5
1938,logic01939,bb_40_dev_2
1939,logic01940,bb_40_dev2_rsi5
1940,logic01941,bb_40_dev_3
1941,logic01942,bb_40_dev3_rsi5
1942,logic01943,RSI_40
1943,logic01944,sma_slope_40-10_RSI_3
1944,logic01945,sma_slope_40-10_rsi_3_macdhist_20-10
1945,logic01946,bb_40_dev_1
1946,logic01947,bb_40_dev1_rsi3
1947,logic01948,bb_40_dev_2
1948,logic01949,bb_40_dev2_rsi3
1949,logic01950,bb_40_dev_3
1950,logic01951,bb_40_dev3_rsi3
1951,logic01952,RSI_40
1952,logic01953,sma_slope_40-10_RSI_2
1953,logic01954,sma_slope_40-10_rsi_2_macdhist_20-10
1954,logic01955,bb_40_dev_1
1955,logic01956,bb_40_dev1_rsi2
1956,logic01957,bb_40_dev_2
1957,logic01958,bb_40_dev2_rsi2
1958,logic01959,bb_40_dev_3
1959,logic01960,bb_40_dev3_rsi2
1960,logic01961,sma_slope_40-20
1961,logic01962,MACD_30-10
1962,logic01963,sma_slope_40-20_macdhist_30-10
1963,logic01964,RSI_40
1964,logic01965,sma_slope_40-20_RSI_80
1965,logic01966,sma_slope_40-20_rsi_80_macdhist_30-10
1966,logic01967,bb_40_dev_1
1967,logic01968,bb_40_dev1_rsi80
1968,logic01969,bb_40_dev_2
1969,logic01970,bb_40_dev2_rsi80
1970,logic01971,bb_40_dev_3
1971,logic01972,bb_40_dev3_rsi80
1972,logic01973,RSI_40
1973,logic01974,sma_slope_40-20_RSI_40
1974,logic01975,sma_slope_40-20_rsi_40_macdhist_30-10
1975,logic01976,bb_40_dev_1
1976,logic01977,bb_40_dev1_rsi40
1977,logic01978,bb_40_dev_2
1978,logic01979,bb_40_dev2_rsi40
1979,logic01980,bb_40_dev_3
1980,logic01981,bb_40_dev3_rsi40
1981,logic01982,RSI_40
1982,logic01983,sma_slope_40-20_RSI_20
1983,logic01984,sma_slope_40-20_rsi_20_macdhist_30-10
1984,logic01985,bb_40_dev_1
1985,logic01986,bb_40_dev1_rsi20
1986,logic01987,bb_40_dev_2
1987,logic01988,bb_40_dev2_rsi20
1988,logic01989,bb_40_dev_3
1989,logic01990,bb_40_dev3_rsi20
1990,logic01991,RSI_40
1991,logic01992,sma_slope_40-20_RSI_10
1992,logic01993,sma_slope_40-20_rsi_10_macdhist_30-10
1993,logic01994,bb_40_dev_1
1994,logic01995,bb_40_dev1_rsi10
1995,logic01996,bb_40_dev_2
1996,logic01997,bb_40_dev2_rsi10
1997,logic01998,bb_40_dev_3
1998,logic01999,bb_40_dev3_rsi10
1999,logic02000,RSI_40
2000,logic02001,sma_slope_40-20_RSI_5
2001,logic02002,sma_slope_40-20_rsi_5_macdhist_30-10
2002,logic02003,bb_40_dev_1
2003,logic02004,bb_40_dev1_rsi5
2004,logic02005,bb_40_dev_2
2005,logic02006,bb_40_dev2_rsi5
2006,logic02007,bb_40_dev_3
2007,logic02008,bb_40_dev3_rsi5
2008,logic02009,RSI_40
2009,logic02010,sma_slope_40-20_RSI_3
2010,logic02011,sma_slope_40-20_rsi_3_macdhist_30-10
2011,logic02012,bb_40_dev_1
2012,logic02013,bb_40_dev1_rsi3
2013,logic02014,bb_40_dev_2
2014,logic02015,bb_40_dev2_rsi3
2015,logic02016,bb_40_dev_3
2016,logic02017,bb_40_dev3_rsi3
2017,logic02018,RSI_40
2018,logic02019,sma_slope_40-20_RSI_2
2019,logic02020,sma_slope_40-20_rsi_2_macdhist_30-10
2020,logic02021,bb_40_dev_1
2021,logic02022,bb_40_dev1_rsi2
2022,logic02023,bb_40_dev_2
2023,logic02024,bb_40_dev2_rsi2
